#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( String )	

560	15:29:27.625	0.00017500	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
561	15:29:27.628	0.00000850	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
562	15:29:27.650	0.00010620	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
563	15:29:27.653	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
564	15:29:27.686	0.00029610	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
565	15:29:27.689	0.00001520	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
566	15:29:27.722	0.00017710	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
567	15:29:27.725	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
568	15:29:27.747	0.00011580	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
569	15:29:27.750	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
570	15:29:27.773	0.00010570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
571	15:29:27.776	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
572	15:29:30.002	0.00015990	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
573	15:29:30.005	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
574	15:29:32.773	0.00011960	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
575	15:29:32.776	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
576	15:29:32.798	0.00012950	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
577	15:29:32.801	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
578	15:29:32.834	0.00011550	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
579	15:29:32.837	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
580	15:29:32.870	0.00010600	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
581	15:29:32.873	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
582	15:29:32.895	0.00012260	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
583	15:29:32.898	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
584	15:29:32.920	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT+COPS?.	
585	15:29:32.923	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
586	15:29:32.956	0.00012440	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
587	15:29:32.959	0.00000940	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
588	15:29:32.981	0.00017490	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
589	15:29:32.984	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
590	15:29:33.006	0.00011540	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
591	15:29:33.009	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
592	15:29:33.031	0.00016190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
593	15:29:33.034	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
594	15:29:33.067	0.00013810	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
595	15:29:33.070	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
596	15:29:33.093	0.00022240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
597	15:29:33.096	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
598	15:29:38.094	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 13, Data: AT^SYSINFOEX.	
599	15:29:38.097	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
600	15:29:38.130	0.00010130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
601	15:29:38.133	0.00000560	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
602	15:29:38.155	0.00019520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
603	15:29:38.158	0.00000600	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
604	15:29:38.180	0.00009960	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
605	15:29:38.183	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
606	15:29:38.205	0.00011250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
607	15:29:38.208	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
608	15:29:38.241	0.00036130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
609	15:29:38.244	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
610	15:29:38.266	0.00011110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
611	15:29:38.269	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
612	15:29:38.291	0.00012490	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
613	15:29:38.308	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
614	15:29:38.338	0.00008660	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
615	15:29:38.341	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
616	15:29:38.374	0.00010650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
617	15:29:38.377	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
618	15:29:38.399	0.00009260	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
619	15:29:38.402	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
620	15:29:38.424	0.00010430	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
621	15:29:38.427	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
622	15:29:40.079	0.00010870	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
623	15:29:40.082	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
624	15:29:43.428	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 13, Data: AT^SYSINFOEX.	
625	15:29:43.431	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
626	15:29:43.464	0.00013140	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
627	15:29:43.467	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
628	15:29:43.500	0.00022440	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
629	15:29:43.503	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
630	15:29:43.525	0.00015500	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
631	15:29:43.528	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
632	15:29:43.550	0.00015560	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
633	15:29:43.553	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
634	15:29:43.586	0.00012580	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
635	15:29:43.589	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
636	15:29:43.611	0.00017880	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
637	15:29:43.614	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
638	15:29:43.636	0.00018360	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
639	15:29:43.639	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
640	15:29:43.661	0.00011750	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
641	15:29:43.664	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
642	15:29:43.697	0.00013960	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
643	15:29:43.700	0.00002590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
644	15:29:43.722	0.00013040	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
645	15:29:43.725	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
646	15:29:43.747	0.00015200	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
647	15:29:43.750	0.00000940	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
648	15:29:48.748	0.00010290	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
649	15:29:48.751	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
650	15:29:48.773	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 11, Data: AT^SYSINFO.	
651	15:29:48.776	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
652	15:29:48.798	0.00010950	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
653	15:29:48.801	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
654	15:29:48.834	0.00011280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
655	15:29:48.837	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
656	15:29:48.860	0.00019350	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
657	15:29:48.863	0.00001480	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
658	15:29:48.885	0.00017370	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
659	15:29:48.888	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
660	15:29:48.910	0.00010460	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
661	15:29:48.913	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
662	15:29:48.946	0.00009010	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
663	15:29:48.949	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
664	15:29:48.971	0.00010690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
665	15:29:48.974	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
666	15:29:48.996	0.00011520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
667	15:29:48.999	0.00001070	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
668	15:29:49.032	0.00009600	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
669	15:29:49.035	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
670	15:29:49.057	0.00010030	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
671	15:29:49.060	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
672	15:29:50.154	0.00020790	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
673	15:29:50.157	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
674	15:29:54.057	0.00009590	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
675	15:29:54.060	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
676	15:29:54.093	0.00013570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
677	15:29:54.096	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
678	15:29:54.118	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT^HCSQ?.	
679	15:29:54.121	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
680	15:29:54.143	0.00010990	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
681	15:29:54.146	0.00000980	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
682	15:29:54.168	0.00012150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
683	15:29:54.171	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
684	15:29:54.204	0.00014070	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
685	15:29:54.207	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
686	15:29:54.229	0.00009890	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
687	15:29:54.232	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
688	15:29:54.254	0.00009900	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
689	15:29:54.257	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
690	15:29:54.290	0.00010330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
691	15:29:54.293	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
692	15:29:54.315	0.00011330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
693	15:29:54.318	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
694	15:29:54.340	0.00009280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
695	15:29:54.343	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
696	15:29:54.365	0.00012070	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
697	15:29:54.368	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
698	15:29:59.366	0.00013280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
699	15:29:59.369	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
700	15:29:59.391	0.00015360	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
701	15:29:59.394	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
702	15:29:59.427	0.00009450	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
703	15:29:59.430	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
704	15:29:59.452	0.00011880	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
705	15:29:59.455	0.00000930	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
706	15:29:59.477	0.00024270	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
707	15:29:59.480	0.00006410	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
708	15:29:59.502	0.00012040	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
709	15:29:59.505	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
710	15:29:59.538	0.00010640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
711	15:29:59.541	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
712	15:29:59.563	0.00011320	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
713	15:29:59.566	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
714	15:29:59.588	0.00011610	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
715	15:29:59.591	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
716	15:29:59.613	0.00014380	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
717	15:29:59.616	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
718	15:29:59.649	0.00011190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
